학년,전공,교과코드-구분,과목명,학점,담당교수,시간,강의실
2,전공,MUSI371-007,작곡전공실기 3,1,,,-
2,전공,MUSI371-008,작곡전공실기 3,1,,,-
2,전공,MUSI371-009,작곡전공실기 3,1,,,-
2,전공,MUSI371-010,작곡전공실기 3,1,,,-
2,전공,MUSI373-001,작곡클래스 1,2,김민지,"금7A,7B 8A,8B",예술대학-409
2,전공,MUSI377-001,컴퓨터음악1,2,박경아,"금5A,5B 6A,6B",예술대학-209
2,전공,MUSI377-002,컴퓨터음악1,2,김병기,"화6A,6B 7A,7B",예술대학-209
2,전공,MUSI381-001,관현악전공실기 3,1,한경진,"화1A,1B",예술대학-416
2,전공,MUSI381-002,관현악전공실기 3,1,오은정,"화11A,11B",예술대학-437
2,전공,MUSI381-003,관현악전공실기 3,1,이강원,"목9A,9B",예술대학-439
2,전공,MUSI381-004,관현악전공실기 3,1,,"목10A,10B",예술대학-439
2,전공,MUSI381-005,관현악전공실기 3,1,이서영,"수11A,11B",예술대학-437
2,전공,MUSI381-006,관현악전공실기 3,1,김은지,"수9A,9B",예술대학-438
2,전공,MUSI381-007,관현악전공실기 3,1,김은지,"수10A,10B",예술대학-438
2,전공,MUSI381-008,관현악전공실기 3,1,백나현,"목9A,9B",예술대학-436
2,전공,MUSI381-009,관현악전공실기 3,1,이송지,"수10A,10B",예술대학-440
2,전공,MUSI381-010,관현악전공실기 3,1,최영식,"화10A,10B",예술대학-441
2,전공,MUSI381-011,관현악전공실기 3,1,김호정,"목9A,9B",예술대학-210
2,전공,MUSI381-012,관현악전공실기 3,1,서창완,"목10A,10B",예술대학-442
2,전공,MUSI381-013,관현악전공실기 3,1,최낙주,"수2A,2B",대강당-B06
2,전공,MUSI381-014,관현악전공실기 3,1,,"목9A,9B",예술대학-417
2,전공,MUSI381-015,관현악전공실기 3,1,이창건,"월10A,10B",대강당-B07
2,전공,MUSI381-016,관현악전공실기 3,1,김경애,"화11A,11B",대강당-B12
2,전공,MUSI381-017,관현악전공실기 3,1,,,-
2,전공,MUSI381-018,관현악전공실기 3,1,,,-
2,전공,MUSI381-019,관현악전공실기 3,1,,,-
2,전공,MUSI381-020,관현악전공실기 3,1,,,-
2,전공,MUSI381-021,관현악전공실기 3,1,,,-
2,전공,MUSI381-022,관현악전공실기 3,1,,,-
2,전공,MUSI381-023,관현악전공실기 3,1,,,-
2,전공,MUSI381-024,관현악전공실기 3,1,,,-
2,전공,MUSI381-025,관현악전공실기 3,1,,,-
2,전공,MUSI383-001,관악합주 1,1,,"수9A,9B 10A,10B",대강당-B22
2,전공,MUSI385-001,현악합주 1,1,한경진,"월9A,9B 10A,10B",예술대학-101
2,전공,MUSI387-001,실내악 1,1,,"월3A,3B 4A,4B",예술대학-101
2,전공,MUSI391-001,서양음악사1,2,이내선,"목7A,7B 8A,8B",예술대학-106
3,전공,MUSI235-001,현대화성 1,2,진영민,"화6A,6B 7A,7B",예술대학-409
3,전공,MUSI253-001,피아노반주법 1,2,이경은,"목1A,1B 2A,2B",예술대학-301
3,전공,MUSI315-001,대위법 1,2,이내선,"화3A,3B 4A,4B",예술대학-106
3,전공,MUSI411-001,연주 3,1,이은숙,"목6A,6B",예술대학-109
3,전공필수,MUSI427-001,전공대위법 3,2,김성재,"목7A,7B 8A,8B",예술대학-409
3,전공,MUSI431-001,형식과 분석1,2,이내선,"금2A,2B 3A,3B",예술대학-106
3,전공,MUSI431-002,형식과 분석1,2,김병기,"화3A,3B 4A,4B",예술대학-409
3,전공,MUSI441-001,합창 5,1,곽보라,"수7A,7B",예술대학-109
3,전공,MUSI443-001,합주 5,1,윤수영,"수7A,7B",예술대학-101
3,전공,MUSI451-001,성악전공실기 5,1,유소영,"화7A,7B",예술대학-309
3,전공,MUSI451-002,성악전공실기 5,1,유소영,"화8A,8B",예술대학-309
3,전공,MUSI451-003,성악전공실기 5,1,유소영,"화9A,9B",예술대학-309
3,전공,MUSI451-004,성악전공실기 5,1,유소영,"월9A,9B",예술대학-309
3,전공,MUSI451-005,성악전공실기 5,1,신소영,"월1A,1B",예술대학-428
3,전공,MUSI451-006,성악전공실기 5,1,곽보라,"수10A,10B",예술대학-431
3,전공,MUSI451-007,성악전공실기 5,1,곽보라,"수11A,11B",예술대학-431
3,전공,MUSI451-008,성악전공실기 5,1,곽보라,"수12A,12B",예술대학-431
3,전공,MUSI451-009,성악전공실기 5,1,고수진,"화5A,5B",예술대학-431
3,전공,MUSI451-010,성악전공실기 5,1,고수진,"화6A,6B",예술대학-431
3,전공,MUSI451-011,성악전공실기 5,1,임봉석,"화10A,10B",예술대학-429
3,전공,MUSI451-012,성악전공실기 5,1,김동녘,"목9A,9B",예술대학-430
3,전공,MUSI451-013,성악전공실기 5,1,전선미,"화9A,9B",예술대학-434
3,전공,MUSI451-014,성악전공실기 5,1,최득규,"수4A,4B",예술대학-432
3,전공,MUSI451-015,성악전공실기 5,1,,,-
3,전공,MUSI451-016,성악전공실기 5,1,,,-
3,전공,MUSI451-017,성악전공실기 5,1,,,-
3,전공,MUSI451-018,성악전공실기 5,1,,,-
3,전공,MUSI451-019,성악전공실기 5,1,,,-
3,전공,MUSI451-020,성악전공실기 5,1,,,-
3,전공,MUSI453-001,오페라클래스 1,1,최득규,"수2A,2B 3A,3B",예술대학-101
3,전공,MUSI455-001,성악문헌1,2,윤예지,"월5A,5B 6A,6B",조형관(제3합동강의동)-101
3,전공,MUSI461-001,피아노전공실기 5,1,정욱희,"월1A,1B",예술대학-313
3,전공,MUSI461-002,피아노전공실기 5,1,정욱희,"월2A,2B",예술대학-313
3,전공,MUSI461-003,피아노전공실기 5,1,이은숙,"화5A,5B",예술대학-310
3,전공,MUSI461-004,피아노전공실기 5,1,이은숙,"화6A,6B",예술대학-310
3,전공,MUSI461-005,피아노전공실기 5,1,이은숙,"화7A,7B",예술대학-310
3,전공,MUSI461-006,피아노전공실기 5,1,이은숙,"화8A,8B",예술대학-310
3,전공,MUSI461-007,피아노전공실기 5,1,이은숙,"화9A,9B",예술대학-310
3,전공,MUSI461-008,피아노전공실기 5,1,김정아,"화5A,5B",예술대학-312
3,전공,MUSI461-009,피아노전공실기 5,1,김정아,"화6A,6B",예술대학-312
3,전공,MUSI461-010,피아노전공실기 5,1,김정아,"화7A,7B",예술대학-312
3,전공,MUSI461-011,피아노전공실기 5,1,김정아,"화8A,8B",예술대학-312
3,전공,MUSI461-012,피아노전공실기 5,1,김정아,"화9A,9B",예술대학-312
3,전공,MUSI461-013,피아노전공실기 5,1,고경진,"화7A,7B",예술대학-412-1
3,전공,MUSI461-014,피아노전공실기 5,1,이영애,"화7A,7B",예술대학-411-1
3,전공,MUSI461-015,피아노전공실기 5,1,,,-
3,전공,MUSI461-016,피아노전공실기 5,1,,,-
3,전공,MUSI465-001,피아노문헌 1,2,김정아,"수2A,2B 3A,3B",예술대학-301
3,전공,MUSI471-001,작곡전공실기 5,1,진영민,"수1A,1B",예술대학-311
3,전공,MUSI471-002,작곡전공실기 5,1,진영민,"수2A,2B",예술대학-311
3,전공,MUSI471-003,작곡전공실기 5,1,진영민,"수3A,3B",예술대학-311
3,전공,MUSI471-004,작곡전공실기 5,1,진영민,"수9A,9B",예술대학-311
3,전공,MUSI471-005,작곡전공실기 5,1,진영민,"수10A,10B",예술대학-311
3,전공,MUSI471-006,작곡전공실기 5,1,김민지,"금9A,9B",예술대학-409
3,전공,MUSI471-007,작곡전공실기 5,1,김성재,"월2A,2B",예술대학-409
3,전공,MUSI471-008,작곡전공실기 5,1,강예리,"목0A,0B",예술대학-409
3,전공,MUSI471-009,작곡전공실기 5,1,이재진,"화12A,12B",예술대학-409
3,전공,MUSI471-010,작곡전공실기 5,1,,,-
3,전공,MUSI471-011,작곡전공실기 5,1,,,-
3,전공필수,MUSI473-001,작곡클래스 3,2,박경아,"금2A,2B 3A,3B",예술대학-409
3,전공,MUSI475-001,작곡법,2,서은정,"금5A,5B 6A,6B",예술대학-301
3,전공,MUSI481-001,관현악전공실기 5,1,한경진,"월2A,2B",예술대학-416
3,전공,MUSI481-002,관현악전공실기 5,1,한경진,"수2A,2B",예술대학-416
3,전공,MUSI481-003,관현악전공실기 5,1,이서영,"수10A,10B",예술대학-437
3,전공,MUSI481-004,관현악전공실기 5,1,허은혜,"수1A,1B",예술대학-435
3,전공,MUSI481-005,관현악전공실기 5,1,허은혜,"수2A,2B",예술대학-435
3,전공,MUSI481-006,관현악전공실기 5,1,백나현,"목10A,10B",예술대학-436
3,전공,MUSI481-007,관현악전공실기 5,1,,,-
3,전공,MUSI481-008,관현악전공실기 5,1,,,-
3,전공,MUSI481-009,관현악전공실기 5,1,김경희,"목10A,10B",예술대학-440
3,전공,MUSI481-010,관현악전공실기 5,1,최영식,"화11A,11B",예술대학-441
3,전공,MUSI481-011,관현악전공실기 5,1,이송지,"수11A,11B",예술대학-440
3,전공,MUSI481-012,관현악전공실기 5,1,김호정,"목10A,10B",예술대학-210
3,전공,MUSI481-013,관현악전공실기 5,1,최윤희,"화10A,10B",예술대학-442
3,전공,MUSI481-014,관현악전공실기 5,1,서창완,"목11A,11B",예술대학-442
3,전공,MUSI481-015,관현악전공실기 5,1,노신정,"화10A,10B",대강당-B06
3,전공,MUSI481-016,관현악전공실기 5,1,,"목10A,10B",예술대학-417
3,전공,MUSI481-017,관현악전공실기 5,1,서경희,"화10A,10B",대강당-B08
3,전공,MUSI481-018,관현악전공실기 5,1,이창건,"월11A,11B",대강당-B07
3,전공,MUSI481-019,관현악전공실기 5,1,김경애,"목10A,10B",대강당-B12
3,전공,MUSI481-020,관현악전공실기 5,1,김경애,"목11A,11B",대강당-B12
3,전공,MUSI481-021,관현악전공실기 5,1,안주환,"금12A,12B",대강당-B16
3,전공,MUSI481-022,관현악전공실기 5,1,임승범,"월11A,11B",대강당-B16
3,전공,MUSI481-023,관현악전공실기 5,1,,,-
3,전공,MUSI481-024,관현악전공실기 5,1,,,-
3,전공,MUSI481-025,관현악전공실기 5,1,,,-
3,전공,MUSI481-026,관현악전공실기 5,1,,,-
3,전공,MUSI483-001,관현악법 1,2,김성재,"월3A,3B 4A,4B",예술대학-106
3,전공,MUSI483-002,관현악법 1,2,김성재,"월5A,5B 6A,6B",예술대학-209
3,전공,MUSI485-001,관악합주 3,1,,"수11A,11B 12A,12B",대강당-B22
3,전공,MUSI487-001,현악합주 3,1,윤수영,"월11A,11B 12A,12B",예술대학-101
3,전공,MUSI489-001,관현악문헌1,2,,"화5A,5B 6A,6B",예술대학-105
3,전공필수,MUSI491-001,서양음악사3,2,조연숙,"목3A,3B 4A,4B",예술대학-106
3,전공,MUSI493-001,컴퓨터음악 3,2,김병기,"화8A,8B 9A,9B",예술대학-209
3,전공,MUSI493-002,컴퓨터음악 3,2,박경아,"금7A,7B 8A,8B",예술대학-209
3,전공,MUSI495-001,현대음악론1,2,서은정,"수5A,5B 6A,6B",예술대학-106
3,전공,MUSI553-001,예술가곡연구 1,2,이상규,"월9A,9B 10A,10B",예술대학-106
3,전공,MUSI606-001,지휘법1,2,박지운,"목7A,7B 8A,8B",예술대학-301
3,교직,TCHR649-001,음악교육론,3,박경숙,"화1A,1B 2A,2B 금1A,1B",예술대학-301
4,전공,KMUS601-001,국악개론 1,2,정서은,"목1A,1B 2A,2B",예술대학-106
4,전공필수,MUSI285-001,관현악실습 1,1,김호정,"토1A,1B 2A,2B",예술대학-101
4,전공,MUSI316-001,대위법 2,2,이내선,"목3A,3B 4A,4B",예술대학-301
4,전공필수,MUSI346-001,영어딕션 1,1,조은득,"화4A,4B",예술대학-301
4,전공,MUSI541-001,합창 7,1,곽보라,"수8A,8B",예술대학-109
4,전공필수,MUSI543-001,합주 7,1,윤수영,"수8A,8B",예술대학-101
4,전공필수,MUSI551-001,성악전공실기 7,1,노운병,"화7A,7B",예술대학-308
4,전공필수,MUSI551-002,성악전공실기 7,1,노운병,"화8A,8B",예술대학-308
4,전공필수,MUSI551-003,성악전공실기 7,1,노운병,"화9A,9B",예술대학-308
4,전공필수,MUSI551-004,성악전공실기 7,1,노운병,"목9A,9B",예술대학-308
4,전공필수,MUSI551-005,성악전공실기 7,1,노운병,"목10A,10B",예술대학-308
4,전공필수,MUSI551-006,성악전공실기 7,1,신소영,"월2A,2B",예술대학-428
4,전공필수,MUSI551-007,성악전공실기 7,1,신소영,"월3A,3B",예술대학-428
4,전공필수,MUSI551-008,성악전공실기 7,1,최득규,"수9A,9B",예술대학-432
4,전공필수,MUSI551-009,성악전공실기 7,1,최득규,"수10A,10B",예술대학-432
4,전공필수,MUSI551-010,성악전공실기 7,1,손정아,"목5A,5B",예술대학-429
4,전공필수,MUSI551-011,성악전공실기 7,1,,,-
4,전공필수,MUSI551-012,성악전공실기 7,1,,,-
4,전공필수,MUSI551-013,성악전공실기 7,1,,,-
4,전공필수,MUSI551-014,성악전공실기 7,1,,,-
4,전공필수,MUSI551-015,성악전공실기 7,1,,,-
4,전공필수,MUSI551-016,성악전공실기 7,1,,,-
4,전공필수,MUSI551-017,성악전공실기 7,1,,,-
4,전공필수,MUSI561-001,피아노전공실기 7,1,정욱희,"목7A,7B",예술대학-313
4,전공필수,MUSI561-002,피아노전공실기 7,1,정욱희,"목8A,8B",예술대학-313
4,전공필수,MUSI561-003,피아노전공실기 7,1,정욱희,"목9A,9B",예술대학-313
4,전공필수,MUSI561-004,피아노전공실기 7,1,정욱희,"금2A,2B",예술대학-313
4,전공필수,MUSI561-005,피아노전공실기 7,1,정욱희,"금3A,3B",예술대학-313
4,전공필수,MUSI561-006,피아노전공실기 7,1,이은숙,"목7A,7B",예술대학-310
4,전공필수,MUSI561-007,피아노전공실기 7,1,이은숙,"목8A,8B",예술대학-310
4,전공필수,MUSI561-008,피아노전공실기 7,1,이은숙,"목9A,9B",예술대학-310
4,전공필수,MUSI561-009,피아노전공실기 7,1,김정아,"수5A,5B",예술대학-312
4,전공필수,MUSI561-010,피아노전공실기 7,1,김정아,"수6A,6B",예술대학-312
4,전공필수,MUSI561-011,피아노전공실기 7,1,김정아,"수9A,9B",예술대학-312
4,전공필수,MUSI561-012,피아노전공실기 7,1,김정아,"화10A,10B",예술대학-312
4,전공필수,MUSI561-013,피아노전공실기 7,1,허소희,"목9A,9B",예술대학-412-1
4,전공필수,MUSI561-014,피아노전공실기 7,1,,,-
4,전공필수,MUSI561-015,피아노전공실기 7,1,,,-
4,전공필수,MUSI561-016,피아노전공실기 7,1,,,-
4,전공필수,MUSI561-017,피아노전공실기 7,1,,,-
4,전공,MUSI563-001,피아노교수법 1,2,김군나,"수5A,5B 6A,6B",예술대학-105
4,전공필수,MUSI571-001,작곡전공실기 7,1,진영민,"월8A,8B",예술대학-311
4,전공필수,MUSI571-002,작곡전공실기 7,1,진영민,"월9A,9B",예술대학-311
4,전공필수,MUSI571-003,작곡전공실기 7,1,진영민,"월10A,10B",예술대학-311
4,전공필수,MUSI571-004,작곡전공실기 7,1,진영민,"화8A,8B",예술대학-311
4,전공필수,MUSI571-005,작곡전공실기 7,1,진영민,"화9A,9B",예술대학-311
4,전공필수,MUSI571-006,작곡전공실기 7,1,이재진,"월13A,13B",예술대학-409
4,전공필수,MUSI571-007,작곡전공실기 7,1,,,-
4,전공필수,MUSI571-008,작곡전공실기 7,1,,,-
4,전공필수,MUSI571-009,작곡전공실기 7,1,,,-
4,전공필수,MUSI571-010,작곡전공실기 7,1,,,-
4,전공필수,MUSI581-001,관현악전공실기 7,1,한경진,"월3A,3B",예술대학-416
4,전공필수,MUSI581-002,관현악전공실기 7,1,한경진,"화2A,2B",예술대학-416
4,전공필수,MUSI581-003,관현악전공실기 7,1,한경진,"화3A,3B",예술대학-416
4,전공필수,MUSI581-004,관현악전공실기 7,1,한경진,"수3A,3B",예술대학-416
4,전공필수,MUSI581-005,관현악전공실기 7,1,허은혜,"수3A,3B",예술대학-435
4,전공필수,MUSI581-006,관현악전공실기 7,1,변경원,"수11A,11B",예술대학-436
4,전공필수,MUSI581-007,관현악전공실기 7,1,이강원,"목11A,11B",예술대학-439
4,전공필수,MUSI581-008,관현악전공실기 7,1,김경희,"목11A,11B",예술대학-440
4,전공필수,MUSI581-009,관현악전공실기 7,1,김경희,"목12A,12B",예술대학-440
4,전공필수,MUSI581-010,관현악전공실기 7,1,이송지,"수12A,12B",예술대학-440
4,전공필수,MUSI581-011,관현악전공실기 7,1,김호정,"화9A,9B",예술대학-210
4,전공필수,MUSI581-012,관현악전공실기 7,1,강찬욱,"월9A,9B",예술대학-441
4,전공필수,MUSI581-013,관현악전공실기 7,1,서창완,"목12A,12B",예술대학-442
4,전공필수,MUSI581-014,관현악전공실기 7,1,서경희,"화11A,11B",대강당-B08
4,전공필수,MUSI581-015,관현악전공실기 7,1,김차웅,"월11A,11B",대강당-B08
4,전공필수,MUSI581-016,관현악전공실기 7,1,김차웅,"월12A,12B",대강당-B08
4,전공필수,MUSI581-017,관현악전공실기 7,1,이창건,"화10A,10B",대강당-B07
4,전공필수,MUSI581-018,관현악전공실기 7,1,이창건,"화11A,11B",대강당-B07
4,전공필수,MUSI581-019,관현악전공실기 7,1,김경애,"목12A,12B",대강당-B12
4,전공필수,MUSI581-020,관현악전공실기 7,1,조종욱,"화11A,11B",대강당-B11
4,전공필수,MUSI581-021,관현악전공실기 7,1,변경원,"수12A,12B",예술대학-436
4,전공필수,MUSI581-022,관현악전공실기 7,1,,,-
4,전공필수,MUSI581-023,관현악전공실기 7,1,,,-
4,전공필수,MUSI581-024,관현악전공실기 7,1,,,-
4,전공필수,MUSI581-025,관현악전공실기 7,1,,,-
*,교양,CLTR133-001,국악의 이해,3,김성진,"월2B,3A,3B 금1A,1B,2A",예술대학-109
*,교양,CLTR133-002,국악의 이해,3,윤병천,"월5B,6A,6B 금5B,6A,6B",예술대학-106
*,교양,CLTR464-001,한국음악의 실습과 감상,3,최옥희,"화7A,7B,8A 목7A,7B,8A",조형관(제3합동강의동)-102
1,교양,CLTR041-018,한국사,3,이영재,"수1A,1B,2A 금2B,3A,3B",조형관(제3합동강의동)-102
1,전공,KMUS205-001,문화예술교육개론,2,우희자,"월1A,1B 2A,2B",예술대학-105
1,전공,KMUS206-001,국악교육현장 실기지도법1,2,최옥희,"목5A,5B 6A,6B",예술대학-105
1,전공,KMUS215-001,합주론1,2,정해임,"화2A,2B 3A,3B",예술대학-201
1,전공,KMUS219-001,특수악기론1,1,김경애,"수3A,3B",예술대학-201
1,전공,KMUS223-001,국악시창1,1,우희자,"월5A,5B 6A,6B",예술대학-105
1,전공필수,KMUS231-001,기악전공실기1,1,,,-
1,전공필수,KMUS241-001,국악성악전공실기1,1,,,-
1,전공필수,KMUS251-001,이론전공실기1,1,,,-
1,전공필수,KMUS271-001,국악개인전공실기1,1,김아름낭,"월0A,0B",예술대학-401-1
1,전공필수,KMUS271-002,국악개인전공실기1,1,김아름낭,"화0A,0B",예술대학-401-1
1,전공필수,KMUS271-003,국악개인전공실기1,1,최은희,"목12A,12B",예술대학-401-1
1,전공필수,KMUS271-004,국악개인전공실기1,1,최은희,"목13A,13B",예술대학-401-1
1,전공필수,KMUS271-005,국악개인전공실기1,1,손연주,"목12A,12B",예술대학-401-2
1,전공필수,KMUS271-006,국악개인전공실기1,1,손연주,"목13A,13B",예술대학-402-2
1,전공필수,KMUS271-007,국악개인전공실기1,1,장정숙,"목13A,13B",예술대학-403-1
1,전공필수,KMUS271-008,국악개인전공실기1,1,,,-
1,전공필수,KMUS271-009,국악개인전공실기1,1,박지은,"월0A,0B",예술대학-211
1,전공필수,KMUS271-010,국악개인전공실기1,1,이지승,"월0A,0B",예술대학-419
1,전공필수,KMUS271-011,국악개인전공실기1,1,이지승,"화0A,0B",예술대학-418
1,전공필수,KMUS271-012,국악개인전공실기1,1,류석찬,"목12A,12B",예술대학-401-3
1,전공필수,KMUS271-013,국악개인전공실기1,1,김성진,"월0A,0B",예술대학-307
1,전공필수,KMUS271-014,국악개인전공실기1,1,김성진,"화0A,0B",예술대학-307
1,전공필수,KMUS271-015,국악개인전공실기1,1,김성진,"수0A,0B",예술대학-307
1,전공필수,KMUS271-016,국악개인전공실기1,1,김성진,"목0A,0B",예술대학-307
1,전공필수,KMUS271-017,국악개인전공실기1,1,황혜진,"수0A,0B",예술대학-401-1
1,전공필수,KMUS271-018,국악개인전공실기1,1,황혜진,"목0A,0B",예술대학-401-1
1,전공필수,KMUS271-019,국악개인전공실기1,1,이주영,"월0A,0B",예술대학-401-2
1,전공필수,KMUS271-020,국악개인전공실기1,1,이주영,"화0A,0B",예술대학-401-2
1,전공필수,KMUS271-021,국악개인전공실기1,1,,,-
1,전공필수,KMUS271-022,국악개인전공실기1,1,,,-
1,전공필수,KMUS271-023,국악개인전공실기1,1,,,-
1,전공필수,KMUS271-024,국악개인전공실기1,1,,,-
1,전공필수,KMUS271-025,국악개인전공실기1,1,,,-
1,전공,KMUS323-001,관현악1,2,주영위,"수8A,8B 9A,9B 금8A,8B 9A,9B",예술대학-201
1,전공,KMUS325-001,반주론1,1,최병길,"월3A,3B",예술대학-201
1,전공,KMUS601-002,국악개론 1,3,양승경,"월7A,7B 8A,8B 9A,9B",예술대학-105
2,전공,KMUS273-001,국악개인전공실기3,1,정해임,"월0A,0B",예술대학-304
2,전공,KMUS273-002,국악개인전공실기3,1,정해임,"화0A,0B",예술대학-304
2,전공,KMUS273-003,국악개인전공실기3,1,정해임,"수0A,0B",예술대학-304
2,전공,KMUS273-004,국악개인전공실기3,1,정해임,"목0A,0B",예술대학-304
2,전공,KMUS273-005,국악개인전공실기3,1,정해임,"금0A,0B",예술대학-304
2,전공,KMUS273-006,국악개인전공실기3,1,김지성,"금0A,0B",예술대학-401-1
2,전공,KMUS273-007,국악개인전공실기3,1,서재진,"화13A,13B",예술대학-211
2,전공,KMUS273-008,국악개인전공실기3,1,권율화,"금0A,0B",예술대학-401-3
2,전공,KMUS273-009,국악개인전공실기3,1,윤병천,"화0A,0B",예술대학-303
2,전공,KMUS273-010,국악개인전공실기3,1,류석찬,"목13A,13B",예술대학-401-3
2,전공,KMUS273-011,국악개인전공실기3,1,정혜선,"수0A,0B",예술대학-401-2
2,전공,KMUS273-012,국악개인전공실기3,1,윤병천,"수0A,0B",예술대학-303
2,전공,KMUS273-013,국악개인전공실기3,1,김성진,"금0A,0B",예술대학-307
2,전공,KMUS273-014,국악개인전공실기3,1,김성진,"목12A,12B",예술대학-307
2,전공,KMUS273-015,국악개인전공실기3,1,김성진,"목13A,13B",예술대학-307
2,전공,KMUS273-016,국악개인전공실기3,1,김성진,"월10A,10B",예술대학-307
2,전공,KMUS273-017,국악개인전공실기3,1,주정민,"월0A,0B",예술대학-401-3
2,전공,KMUS273-018,국악개인전공실기3,1,주정민,"화0A,0B",예술대학-401-3
2,전공,KMUS273-019,국악개인전공실기3,1,이시은,"목0A,0B",예술대학-401-4
2,전공,KMUS273-020,국악개인전공실기3,1,이시은,"금0A,0B",예술대학-401-4
2,전공,KMUS273-021,국악개인전공실기3,1,구은심,"월10A,10B",예술대학-401-1
2,전공,KMUS273-022,국악개인전공실기3,1,김진찬,"월0A,0B",예술대학-401-4
2,전공,KMUS273-023,국악개인전공실기3,1,우희자,"수0A,0B",예술대학-401-3
2,전공,KMUS273-024,국악개인전공실기3,1,하진미,"목12A,12B",예술대학-401-4
2,전공,KMUS311-001,합주론3,2,윤병천,"목6A,6B 7A,7B",예술대학-401
2,전공,KMUS313-001,연주법1,1,정해임,"화4A,4B",예술대학-109
2,전공,KMUS315-001,제2기악전공실기A-1,1,김연정,"월11A,11B",예술대학-421
2,전공,KMUS315-002,제2기악전공실기A-1,1,권율화,"월11A,11B",예술대학-422
2,전공,KMUS315-003,제2기악전공실기A-1,1,박종옥,"월11A,11B",예술대학-423
2,전공,KMUS315-004,제2기악전공실기A-1,1,김종국,"월11A,11B",예술대학-424
2,전공,KMUS315-005,제2기악전공실기A-1,1,이주영,"월11A,11B",예술대학-425
2,전공,KMUS315-006,제2기악전공실기A-1,1,구은심,"월11A,11B",예술대학-427
2,전공,KMUS317-001,정가연구1,2,경덕명,"목8A,8B 9A,9B",예술대학-401
2,전공필수,KMUS333-001,기악전공실기3,1,,,-
2,전공필수,KMUS333-002,기악전공실기3,1,,,-
2,전공필수,KMUS333-003,기악전공실기3,1,,,-
2,전공필수,KMUS343-001,국악성악전공실기3,1,,,-
2,전공필수,KMUS363-001,국악작곡전공실기3,1,,,-
2,전공,KMUS421-001,서양음악개론1,2,이금섭,"목1A,1B 2A,2B",예술대학-105
2,전공,KMUS425-001,피아노1,2,이은진,"금1A,1B 2A,2B 3A,3B 4A,4B",예술대학-418
2,전공,KMUS425-002,피아노1,2,류자현,"금1A,1B 2A,2B 3A,3B 4A,4B",예술대학-419
2,전공,KMUS471-001,한국음악사1,3,정윤희,"수1A,1B 2A,2B 3A,3B",예술대학-105
2,전공,MUSI221-004,시창 청음 1,1,류자현,"금5A,5B 6A,6B",예술대학-401
3,전공,KMUS410-001,제2기악전공실기A-3,1,김연정,"월12A,12B",예술대학-421
3,전공,KMUS410-002,제2기악전공실기A-3,1,노연정,"월12A,12B",예술대학-422
3,전공,KMUS410-003,제2기악전공실기A-3,1,박종옥,"월12A,12B",예술대학-423
3,전공,KMUS410-004,제2기악전공실기A-3,1,김종국,"월12A,12B",예술대학-424
3,전공,KMUS410-005,제2기악전공실기A-3,1,이주영,"월12A,12B",예술대학-425
3,전공,KMUS410-006,제2기악전공실기A-3,1,구은심,"월12A,12B",예술대학-427
3,전공,KMUS411-001,합주론5,2,양승경,"월5A,5B 6A,6B",예술대학-401
3,전공,KMUS413-001,연주법3,1,정해임,"화5A,5B",예술대학-109
3,전공,KMUS415-001,현악클래스1,1,노연정,"금5A,5B 6A,6B",예술대학-403-1
3,전공,KMUS417-001,관악클래스1,1,김성진,"수5A,5B 6A,6B",예술대학-201
3,전공,KMUS419-001,화성학1,2,이금섭,"목3A,3B 4A,4B",예술대학-105
3,전공,KMUS423-001,관현악3,2,주영위,"화10A,10B 11A,11B 목10A,10B 11A,11B",예술대학-201
3,전공,KMUS427-001,음악교육지도법1,2,우희자,"월3A,3B 4A,4B",예술대학-401
3,전공필수,KMUS435-001,기악전공실기5,1,정해임,"월10A,10B",예술대학-304
3,전공필수,KMUS435-002,기악전공실기5,1,김수연,"화0A,0B",예술대학-401-4
3,전공필수,KMUS435-003,기악전공실기5,1,김수연,"수0A,0B",예술대학-401-4
3,전공필수,KMUS435-004,기악전공실기5,1,권율화,"화12A,12B",예술대학-401-1
3,전공필수,KMUS435-005,기악전공실기5,1,조은희,"화12A,12B",예술대학-418
3,전공필수,KMUS435-006,기악전공실기5,1,서영륜,"월0A,0B",예술대학-402-1
3,전공필수,KMUS435-007,기악전공실기5,1,유수연,"화12A,12B",예술대학-401-2
3,전공필수,KMUS435-008,기악전공실기5,1,이혜경,"화0A,0B",예술대학-402-1
3,전공필수,KMUS435-009,기악전공실기5,1,정혜선,"목0A,0B",예술대학-402-1
3,전공필수,KMUS435-010,기악전공실기5,1,이혜경,"수0A,0B",예술대학-402-1
3,전공필수,KMUS435-011,기악전공실기5,1,김경애,"금0A,0B",예술대학-402-1
3,전공필수,KMUS435-012,기악전공실기5,1,박종옥,"월10A,10B",예술대학-401-2
3,전공필수,KMUS435-013,기악전공실기5,1,정혜선,"금0A,0B",예술대학-401-2
3,전공필수,KMUS435-014,기악전공실기5,1,이영,"월0A,0B",예술대학-208
3,전공필수,KMUS435-015,기악전공실기5,1,이영,"월1A,1B",예술대학-208
3,전공필수,KMUS435-016,기악전공실기5,1,이영,"월2A,2B",예술대학-208
3,전공필수,KMUS435-017,기악전공실기5,1,이영,"월3A,3B",예술대학-208
3,전공필수,KMUS435-018,기악전공실기5,1,김선미,"화12A,12B",예술대학-402-1
